Index,System Time,Time Stamp,Channel,Direction,Frame ID,Type,Format,DLC,Data
01518,="12:37:01.231",0x714B6E,ch1,Receive,0x0080,Data,Standard,0x08,x| 1D 06 02 00 04 BB 02 00 
01519,="12:37:01.231",0x714B78,ch1,Receive,0x0060,Data,Standard,0x08,x| 01 00 00 00 00 00 00 00 
01520,="12:37:01.231",0x714C5B,ch1,Receive,0x0000,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 
01521,="12:37:01.261",0x714CAB,ch1,Receive,0x04CA,Data,Standard,0x08,x| 01 01 01 00 00 00 00 00 
01522,="12:37:01.261",0x714CD5,ch1,Receive,0x0040,Data,Standard,0x08,x| 00 01 00 00 00 00 00 00 
01523,="12:37:01.261",0x714D61,ch1,Receive,0x0080,Data,Standard,0x08,x| 1D 07 04 B2 06 C9 00 00 
01524,="12:37:01.261",0x714D6C,ch1,Receive,0x0060,Data,Standard,0x08,x| 01 00 00 00 00 00 00 00 
01525,="12:37:01.291",0x714E4F,ch1,Receive,0x0000,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 
01526,="12:37:01.322",0x714ED2,ch1,Receive,0x0040,Data,Standard,0x08,x| 00 01 00 00 00 00 00 00 
01527,="12:37:01.322",0x714F54,ch1,Receive,0x0080,Data,Standard,0x08,x| 1D 08 00 00 1A 1A 00 00 
01528,="12:37:01.322",0x714F5F,ch1,Receive,0x0060,Data,Standard,0x08,x| 01 00 00 00 00 00 00 00 
01529,="12:37:01.322",0x714F70,ch1,Receive,0x04CA,Data,Standard,0x08,x| 02 01 01 00 00 00 00 00 
01530,="12:37:01.352",0x715042,ch1,Receive,0x0000,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 
01531,="12:37:01.352",0x7150CF,ch1,Receive,0x0040,Data,Standard,0x08,x| 00 01 00 00 00 00 00 00 
01532,="12:37:01.382",0x715148,ch1,Receive,0x0080,Data,Standard,0x08,x| 1D 09 10 02 1B 02 0B 00 
01533,="12:37:01.382",0x715152,ch1,Receive,0x0060,Data,Standard,0x08,x| 01 00 00 00 00 00 00 00 
01534,="12:37:01.382",0x715236,ch1,Receive,0x0000,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 
01535,="12:37:01.382",0x71523A,ch1,Receive,0x04CA,Data,Standard,0x08,x| 03 01 00 00 00 00 00 00 
01536,="12:37:01.412",0x7152CD,ch1,Receive,0x0040,Data,Standard,0x08,x| 00 01 00 00 00 00 00 00 
01537,="12:37:01.412",0x71533B,ch1,Receive,0x0080,Data,Standard,0x08,x| 1D 0A 00 00 00 00 78 00 
01538,="12:37:01.412",0x715346,ch1,Receive,0x0060,Data,Standard,0x08,x| 01 00 00 00 00 00 00 00 
01539,="12:37:01.441",0x715428,ch1,Receive,0x0001,Data,Standard,0x05,x| 1D F7 05 00 00 
01540,="12:37:01.441",0x71542D,ch1,Receive,0x0000,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 
01541,="12:37:01.471",0x7154CB,ch1,Receive,0x0040,Data,Standard,0x08,x| 00 01 00 00 00 00 00 00 
01542,="12:37:01.471",0x7154FB,ch1,Receive,0x04CA,Data,Standard,0x08,x| 04 01 00 00 00 00 00 00 
01543,="12:37:01.471",0x71552F,ch1,Receive,0x0080,Data,Standard,0x08,x| 1D 01 20 00 00 81 7E 50 
01544,="12:37:01.471",0x715539,ch1,Receive,0x0060,Data,Standard,0x08,x| 01 00 00 00 00 00 00 00 
01545,="12:37:01.501",0x71561C,ch1,Receive,0x0000,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 
01546,="12:37:01.501",0x7156C8,ch1,Receive,0x0040,Data,Standard,0x08,x| 00 01 00 00 00 00 00 00 
01547,="12:37:01.531",0x715722,ch1,Receive,0x0080,Data,Standard,0x08,x| 1D 02 30 20 4A 92 24 49 
01548,="12:37:01.531",0x71572D,ch1,Receive,0x0060,Data,Standard,0x08,x| 01 00 00 00 00 00 00 00 
01549,="12:37:01.531",0x715810,ch1,Receive,0x0000,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 
01550,="12:37:01.562",0x7158C7,ch1,Receive,0x0040,Data,Standard,0x08,x| 00 01 00 00 00 00 00 00 
01551,="12:37:01.562",0x715915,ch1,Receive,0x0080,Data,Standard,0x08,x| 1D 03 00 00 01 00 07 85 
01552,="12:37:01.562",0x715920,ch1,Receive,0x0060,Data,Standard,0x08,x| 01 00 00 00 00 00 00 00 
01553,="12:37:01.591",0x715A03,ch1,Receive,0x0000,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 
01554,="12:37:01.621",0x715AC3,ch1,Receive,0x0040,Data,Standard,0x08,x| 00 01 00 00 00 00 00 00 
01555,="12:37:01.621",0x715B09,ch1,Receive,0x0080,Data,Standard,0x08,x| 1D 04 78 78 00 00 D8 00 
01556,="12:37:01.621",0x715B13,ch1,Receive,0x0060,Data,Standard,0x08,x| 01 00 00 00 00 00 00 00 
01557,="12:37:01.652",0x715BF6,ch1,Receive,0x0000,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 
01558,="12:37:01.652",0x715CC0,ch1,Receive,0x0040,Data,Standard,0x08,x| 00 01 00 00 00 00 00 00 
01559,="12:37:01.681",0x715CFC,ch1,Receive,0x0080,Data,Standard,0x08,x| 1D 05 00 00 00 00 00 00 
01560,="12:37:01.681",0x715D07,ch1,Receive,0x0060,Data,Standard,0x08,x| 01 00 00 00 00 00 00 00 
01561,="12:37:01.681",0x715D4A,ch1,Receive,0x04CA,Data,Standard,0x08,x| 05 01 02 01 00 00 00 00 
01562,="12:37:01.681",0x715DEA,ch1,Receive,0x0000,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 
01563,="12:37:01.711",0x715EBD,ch1,Receive,0x0040,Data,Standard,0x08,x| 00 01 00 00 00 00 00 00 
01564,="12:37:01.711",0x715EF0,ch1,Receive,0x0080,Data,Standard,0x08,x| 1D 06 02 00 04 BB 02 00 
01565,="12:37:01.711",0x715EFA,ch1,Receive,0x0060,Data,Standard,0x08,x| 01 00 00 00 00 00 00 00 
01566,="12:37:01.742",0x715FDD,ch1,Receive,0x0000,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 
01567,="12:37:01.772",0x7160BA,ch1,Receive,0x0040,Data,Standard,0x08,x| 00 01 00 00 00 00 00 00 
01568,="12:37:01.772",0x7160E3,ch1,Receive,0x0080,Data,Standard,0x08,x| 1D 07 04 B2 06 C8 00 00 
01569,="12:37:01.772",0x7160EE,ch1,Receive,0x0060,Data,Standard,0x08,x| 01 00 00 00 00 00 00 00 
01570,="12:37:01.802",0x716195,ch1,Receive,0x0002,Data,Standard,0x00,x| 
01571,="12:37:01.802",0x71619A,ch1,Receive,0x0082,Data,Standard,0x06,x| 03 01 00 31 F5 11 
01572,="12:37:01.802",0x7161AD,ch1,Receive,0x0082,Data,Standard,0x06,x| 03 02 00 00 8F 70 
01573,="12:37:01.802",0x7161B7,ch1,Receive,0x0082,Data,Standard,0x06,x| 03 03 00 00 1D 02 
01574,="12:37:01.802",0x7161D1,ch1,Receive,0x0000,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 
01575,="12:37:01.832",0x7162B8,ch1,Receive,0x0040,Data,Standard,0x08,x| 00 01 00 00 00 00 00 00 
01576,="12:37:01.832",0x7162D6,ch1,Receive,0x0080,Data,Standard,0x08,x| 1D 08 00 00 19 19 00 00 
01577,="12:37:01.832",0x7162E1,ch1,Receive,0x0060,Data,Standard,0x08,x| 01 00 00 00 00 00 00 00 
01578,="12:37:01.832",0x7163C4,ch1,Receive,0x0000,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 
01579,="12:37:01.861",0x7164B7,ch1,Receive,0x0040,Data,Standard,0x08,x| 00 01 00 00 00 00 00 00 
01580,="12:37:01.861",0x7164CA,ch1,Receive,0x0080,Data,Standard,0x08,x| 1D 09 10 02 1B 02 0B 00 
01581,="12:37:01.861",0x7164D5,ch1,Receive,0x0060,Data,Standard,0x08,x| 01 00 00 00 00 00 00 00 
01582,="12:37:01.891",0x716598,ch1,Receive,0x0001,Data,Standard,0x05,x| 1D F8 01 00 00 
01583,="12:37:01.891",0x71659C,ch1,Receive,0x0081,Data,Standard,0x05,x| 1D F8 01 00 00 
01584,="12:37:01.891",0x7165B7,ch1,Receive,0x0000,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 
01585,="12:37:01.921",0x7166B3,ch1,Receive,0x0040,Data,Standard,0x08,x| 00 01 00 00 00 00 00 00 
01586,="12:37:01.921",0x7166BD,ch1,Receive,0x0080,Data,Standard,0x08,x| 1D 0A 00 00 00 00 78 00 
01587,="12:37:01.921",0x7166C8,ch1,Receive,0x0060,Data,Standard,0x08,x| 01 00 00 00 00 00 00 00 
01588,="12:37:01.952",0x7167AB,ch1,Receive,0x0000,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 
01589,="12:37:01.952",0x71685D,ch1,Receive,0x0001,Data,Standard,0x05,x| 1D F7 03 00 00 
01590,="12:37:01.952",0x716861,ch1,Receive,0x0081,Data,Standard,0x05,x| 1D F7 03 00 00 
01591,="12:37:01.981",0x7168B1,ch1,Receive,0x0080,Data,Standard,0x08,x| 1D 01 20 00 00 81 7E 50 
01592,="12:37:01.981",0x7168B6,ch1,Receive,0x0040,Data,Standard,0x08,x| 00 01 00 00 00 00 00 00 
01593,="12:37:01.981",0x7168BB,ch1,Receive,0x0060,Data,Standard,0x08,x| 01 00 00 00 00 00 00 00 
01594,="12:37:01.981",0x71699D,ch1,Receive,0x0001,Data,Standard,0x05,x| 1D F7 05 00 00 
01595,="12:37:01.981",0x7169A2,ch1,Receive,0x0000,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 
01596,="12:37:02.011",0x716AA4,ch1,Receive,0x0080,Data,Standard,0x08,x| 1D 02 30 20 4A 92 24 49 
01597,="12:37:02.011",0x716AAD,ch1,Receive,0x0040,Data,Standard,0x08,x| 00 01 00 00 00 00 00 00 
01598,="12:37:02.041",0x716B22,ch1,Receive,0x0001,Data,Standard,0x05,x| 1D F2 07 00 00 
01599,="12:37:02.041",0x716B27,ch1,Receive,0x0081,Data,Standard,0x05,x| 1D F2 07 00 00 
01600,="12:37:02.041",0x716B91,ch1,Receive,0x0000,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 
01601,="12:37:02.072",0x716C97,ch1,Receive,0x0080,Data,Standard,0x08,x| 1D 03 00 00 01 00 07 85 
01602,="12:37:02.072",0x716CA2,ch1,Receive,0x0060,Data,Standard,0x08,x| 01 00 00 00 00 00 00 00 
01603,="12:37:02.072",0x716CAC,ch1,Receive,0x0040,Data,Standard,0x08,x| 00 01 00 00 00 00 00 00 
01604,="12:37:02.101",0x716D85,ch1,Receive,0x0000,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 
01605,="12:37:02.101",0x716DE7,ch1,Receive,0x0001,Data,Standard,0x05,x| 1D F1 04 00 01 
01606,="12:37:02.101",0x716DEB,ch1,Receive,0x0001,Data,Standard,0x05,x| 1D F1 00 00 00 
01607,="12:37:02.101",0x716DEF,ch1,Receive,0x0081,Data,Standard,0x05,x| 1D F1 04 00 01 
01608,="12:37:02.101",0x716DF6,ch1,Receive,0x0081,Data,Standard,0x05,x| 1D F1 00 00 00 
01609,="12:37:02.131",0x716E8B,ch1,Receive,0x0080,Data,Standard,0x08,x| 1D 04 78 78 00 00 D8 00 
01610,="12:37:02.131",0x716E95,ch1,Receive,0x0060,Data,Standard,0x08,x| 01 00 00 00 00 00 00 00 
01611,="12:37:02.131",0x716EA8,ch1,Receive,0x0040,Data,Standard,0x08,x| 00 01 00 00 00 00 00 00 
01612,="12:37:02.131",0x716F78,ch1,Receive,0x0000,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 
01613,="12:37:02.162",0x71707E,ch1,Receive,0x0080,Data,Standard,0x08,x| 1D 05 00 00 00 00 00 00 
01614,="12:37:02.162",0x717089,ch1,Receive,0x0060,Data,Standard,0x08,x| 01 00 00 00 00 00 00 00 
01615,="12:37:02.162",0x7170A5,ch1,Receive,0x0040,Data,Standard,0x08,x| 00 01 00 00 00 00 00 00 
01616,="12:37:02.192",0x71716C,ch1,Receive,0x0000,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 
01617,="12:37:02.221",0x717271,ch1,Receive,0x0080,Data,Standard,0x08,x| 1D 06 02 00 04 BB 02 00 
01618,="12:37:02.221",0x71727C,ch1,Receive,0x0060,Data,Standard,0x08,x| 01 00 00 00 00 00 00 00 
01619,="12:37:02.221",0x717285,ch1,Receive,0x03C9,Data,Standard,0x05,x| 00 30 61 1E 64 
01620,="12:37:02.221",0x7172A3,ch1,Receive,0x0040,Data,Standard,0x08,x| 00 01 00 00 00 00 00 00 
01621,="12:37:02.252",0x71735F,ch1,Receive,0x0000,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 
01622,="12:37:02.252",0x717372,ch1,Receive,0x0001,Data,Standard,0x05,x| 1D F9 01 00 00 
01623,="12:37:02.252",0x717376,ch1,Receive,0x0081,Data,Standard,0x05,x| 1D F9 01 00 00 
01624,="12:37:02.282",0x717465,ch1,Receive,0x0080,Data,Standard,0x08,x| 1D 07 04 B2 06 C8 00 00 
01625,="12:37:02.282",0x71746F,ch1,Receive,0x0060,Data,Standard,0x08,x| 01 00 00 00 00 00 00 00 
01626,="12:37:02.282",0x7174A1,ch1,Receive,0x0040,Data,Standard,0x08,x| 00 01 00 00 00 00 00 00 
01627,="12:37:02.282",0x717552,ch1,Receive,0x0000,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 
01628,="12:37:02.312",0x717637,ch1,Receive,0x0001,Data,Standard,0x05,x| 1D F1 06 00 01 
01629,="12:37:02.312",0x71763A,ch1,Receive,0x0001,Data,Standard,0x05,x| 1D F2 03 00 00 
01630,="12:37:02.312",0x71763E,ch1,Receive,0x0081,Data,Standard,0x05,x| 1D F1 06 00 01 
01631,="12:37:02.312",0x717645,ch1,Receive,0x0081,Data,Standard,0x05,x| 1D F2 03 00 00 
01632,="12:37:02.312",0x71765A,ch1,Receive,0x0080,Data,Standard,0x08,x| 1D 08 00 00 78 78 00 00 
01633,="12:37:02.312",0x717664,ch1,Receive,0x0060,Data,Standard,0x08,x| 01 00 00 00 00 00 00 00 
01634,="12:37:02.342",0x71769E,ch1,Receive,0x0040,Data,Standard,0x08,x| 00 01 00 00 00 00 00 00 
01635,="12:37:02.342",0x717746,ch1,Receive,0x0000,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 
01636,="12:37:02.372",0x71784B,ch1,Receive,0x0080,Data,Standard,0x08,x| 1D 09 10 02 1B 02 0B 00 
01637,="12:37:02.372",0x717856,ch1,Receive,0x0060,Data,Standard,0x08,x| 01 00 00 00 00 00 00 00 
01638,="12:37:02.372",0x71789C,ch1,Receive,0x0040,Data,Standard,0x08,x| 00 01 00 00 00 00 00 00 
01639,="12:37:02.401",0x7178FD,ch1,Receive,0x04CA,Data,Standard,0x08,x| 00 01 01 00 00 00 00 00 
01640,="12:37:02.401",0x717939,ch1,Receive,0x0000,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 
01641,="12:37:02.431",0x717A3F,ch1,Receive,0x0080,Data,Standard,0x08,x| 1D 0A 00 00 00 00 77 00 
01642,="12:37:02.431",0x717A4A,ch1,Receive,0x0060,Data,Standard,0x08,x| 01 00 00 00 00 00 00 00 
01643,="12:37:02.431",0x717A98,ch1,Receive,0x0040,Data,Standard,0x08,x| 00 01 00 00 00 00 00 00 
01644,="12:37:02.431",0x717B2C,ch1,Receive,0x0000,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 
01645,="12:37:02.461",0x717BC2,ch1,Receive,0x04CA,Data,Standard,0x08,x| 01 01 01 00 00 00 00 00 
01646,="12:37:02.461",0x717C33,ch1,Receive,0x0080,Data,Standard,0x08,x| 1D 01 20 00 00 81 7E 50 
01647,="12:37:02.461",0x717C3D,ch1,Receive,0x0060,Data,Standard,0x08,x| 01 00 00 00 00 00 00 00 
01648,="12:37:02.492",0x717C97,ch1,Receive,0x0040,Data,Standard,0x08,x| 00 01 00 00 00 00 00 00 
01649,="12:37:02.492",0x717D20,ch1,Receive,0x0000,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 
01650,="12:37:02.521",0x717E26,ch1,Receive,0x0080,Data,Standard,0x08,x| 1D 02 30 20 4A 92 24 49 
01651,="12:37:02.521",0x717E30,ch1,Receive,0x0060,Data,Standard,0x08,x| 01 00 00 00 00 00 00 00 
01652,="12:37:02.521",0x717E87,ch1,Receive,0x04CA,Data,Standard,0x08,x| 02 01 01 00 00 00 00 00 
01653,="12:37:02.521",0x717E93,ch1,Receive,0x0040,Data,Standard,0x08,x| 00 01 00 00 00 00 00 00 
01654,="12:37:02.552",0x717F12,ch1,Receive,0x0001,Data,Standard,0x05,x| 1D F7 05 00 00 
01655,="12:37:02.552",0x717F17,ch1,Receive,0x0000,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 
01656,="12:37:02.581",0x718019,ch1,Receive,0x0080,Data,Standard,0x08,x| 1D 03 00 00 01 00 07 84 
01657,="12:37:02.581",0x718024,ch1,Receive,0x0060,Data,Standard,0x08,x| 01 00 00 00 00 00 00 00 
01658,="12:37:02.581",0x718091,ch1,Receive,0x0040,Data,Standard,0x08,x| 00 01 00 00 00 00 00 00 
01659,="12:37:02.581",0x718107,ch1,Receive,0x0000,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 
01660,="12:37:02.611",0x71814C,ch1,Receive,0x04CA,Data,Standard,0x08,x| 03 01 00 00 00 00 00 00 
01661,="12:37:02.611",0x71820D,ch1,Receive,0x0080,Data,Standard,0x08,x| 1D 04 78 78 00 00 D8 00 
01662,="12:37:02.611",0x718217,ch1,Receive,0x0060,Data,Standard,0x08,x| 01 00 00 00 00 00 00 00 
01663,="12:37:02.641",0x71828E,ch1,Receive,0x0040,Data,Standard,0x08,x| 00 01 00 00 00 00 00 00 
01664,="12:37:02.641",0x7182FA,ch1,Receive,0x0000,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 
01665,="12:37:02.671",0x718400,ch1,Receive,0x0080,Data,Standard,0x08,x| 1D 05 00 00 00 00 00 00 
01666,="12:37:02.671",0x71840B,ch1,Receive,0x0060,Data,Standard,0x08,x| 01 00 00 00 00 00 00 00 
01667,="12:37:02.671",0x718411,ch1,Receive,0x04CA,Data,Standard,0x08,x| 04 01 00 00 00 00 00 00 
01668,="12:37:02.671",0x71848B,ch1,Receive,0x0040,Data,Standard,0x08,x| 00 01 00 00 00 00 00 00 
01669,="12:37:02.702",0x7184ED,ch1,Receive,0x0000,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 
01670,="12:37:02.732",0x7185F3,ch1,Receive,0x0080,Data,Standard,0x08,x| 1D 06 02 00 04 BB 02 00 
01671,="12:37:02.732",0x7185FE,ch1,Receive,0x0060,Data,Standard,0x08,x| 01 00 00 00 00 00 00 00 
01672,="12:37:02.732",0x718689,ch1,Receive,0x0040,Data,Standard,0x08,x| 00 01 00 00 00 00 00 00 
01673,="12:37:02.732",0x7186E1,ch1,Receive,0x0000,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 
01674,="12:37:02.762",0x7187E7,ch1,Receive,0x0080,Data,Standard,0x08,x| 1D 07 04 B2 06 C8 00 00 
01675,="12:37:02.762",0x7187F1,ch1,Receive,0x0060,Data,Standard,0x08,x| 01 00 00 00 00 00 00 00 
01676,="12:37:02.791",0x718887,ch1,Receive,0x0040,Data,Standard,0x08,x| 00 01 00 00 00 00 00 00 
01677,="12:37:02.791",0x7188D4,ch1,Receive,0x0000,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 
01678,="12:37:02.821",0x7189DA,ch1,Receive,0x0080,Data,Standard,0x08,x| 1D 08 00 00 1A 1A 00 00 
01679,="12:37:02.821",0x7189E5,ch1,Receive,0x0060,Data,Standard,0x08,x| 01 00 00 00 00 00 00 00 
01680,="12:37:02.851",0x718A84,ch1,Receive,0x0040,Data,Standard,0x08,x| 00 01 00 00 00 00 00 00 
01681,="12:37:02.851",0x718AC7,ch1,Receive,0x0000,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 
01682,="12:37:02.881",0x718BCE,ch1,Receive,0x0080,Data,Standard,0x08,x| 1D 09 10 02 1B 02 0B 00 
01683,="12:37:02.881",0x718BD8,ch1,Receive,0x0060,Data,Standard,0x08,x| 01 00 00 00 00 00 00 00 
01684,="12:37:02.881",0x718C60,ch1,Receive,0x04CA,Data,Standard,0x08,x| 05 01 02 01 00 00 00 00 
01685,="12:37:02.881",0x718C80,ch1,Receive,0x0040,Data,Standard,0x08,x| 00 01 00 00 00 00 00 00 
01686,="12:37:02.881",0x718CBB,ch1,Receive,0x0000,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 
01687,="12:37:02.911",0x718DC1,ch1,Receive,0x0080,Data,Standard,0x08,x| 1D 0A 00 00 00 00 78 00 
01688,="12:37:02.911",0x718DCC,ch1,Receive,0x0060,Data,Standard,0x08,x| 01 00 00 00 00 00 00 00 
01689,="12:37:02.942",0x718E7D,ch1,Receive,0x0040,Data,Standard,0x08,x| 00 01 00 00 00 00 00 00 
01690,="12:37:02.942",0x718EAE,ch1,Receive,0x0000,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 
01691,="12:37:02.972",0x718FB5,ch1,Receive,0x0080,Data,Standard,0x08,x| 1D 01 20 00 00 81 7E 50 
01692,="12:37:02.972",0x718FBF,ch1,Receive,0x0060,Data,Standard,0x08,x| 01 00 00 00 00 00 00 00 
01693,="12:37:03.001",0x71907D,ch1,Receive,0x0040,Data,Standard,0x08,x| 00 01 00 00 00 00 00 00 
01694,="12:37:03.001",0x7190A2,ch1,Receive,0x0000,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 
01695,="12:37:03.032",0x7191A7,ch1,Receive,0x0080,Data,Standard,0x08,x| 1D 02 30 20 4A 92 24 49 
01696,="12:37:03.032",0x7191B2,ch1,Receive,0x0060,Data,Standard,0x08,x| 01 00 00 00 00 00 00 00 
01697,="12:37:03.032",0x719278,ch1,Receive,0x0040,Data,Standard,0x08,x| 00 01 00 00 00 00 00 00 
01698,="12:37:03.032",0x719295,ch1,Receive,0x0000,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 
01699,="12:37:03.061",0x71939B,ch1,Receive,0x0080,Data,Standard,0x08,x| 1D 03 00 00 01 00 07 84 
01700,="12:37:03.061",0x7193A6,ch1,Receive,0x0060,Data,Standard,0x08,x| 01 00 00 00 00 00 00 00 
01701,="12:37:03.091",0x719477,ch1,Receive,0x0040,Data,Standard,0x08,x| 00 01 00 00 00 00 00 00 
01702,="12:37:03.091",0x719487,ch1,Receive,0x0001,Data,Standard,0x05,x| 1D F7 05 00 00 
01703,="12:37:03.091",0x71948C,ch1,Receive,0x0000,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 
01704,="12:37:03.091",0x7194AF,ch1,Receive,0x0001,Data,Standard,0x05,x| 1D F8 01 00 00 
01705,="12:37:03.091",0x7194B3,ch1,Receive,0x0081,Data,Standard,0x05,x| 1D F8 01 00 00 
01706,="12:37:03.121",0x71958F,ch1,Receive,0x0080,Data,Standard,0x08,x| 1D 04 78 78 00 00 D8 00 
01707,="12:37:03.121",0x719599,ch1,Receive,0x0060,Data,Standard,0x08,x| 01 00 00 00 00 00 00 00 
01708,="12:37:03.151",0x719674,ch1,Receive,0x0040,Data,Standard,0x08,x| 00 01 00 00 00 00 00 00 
01709,="12:37:03.151",0x71967B,ch1,Receive,0x0000,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 
01710,="12:37:03.182",0x719774,ch1,Receive,0x0001,Data,Standard,0x05,x| 1D F7 03 00 00 
01711,="12:37:03.182",0x719781,ch1,Receive,0x0081,Data,Standard,0x05,x| 1D F7 03 00 00 
01712,="12:37:03.182",0x71978C,ch1,Receive,0x0080,Data,Standard,0x08,x| 1D 05 00 00 00 00 00 00 
01713,="12:37:03.182",0x719797,ch1,Receive,0x0060,Data,Standard,0x08,x| 01 00 00 00 00 00 00 00 
01714,="12:37:03.182",0x71986F,ch1,Receive,0x0000,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 
01715,="12:37:03.182",0x719874,ch1,Receive,0x0040,Data,Standard,0x08,x| 00 01 00 00 00 00 00 00 
01716,="12:37:03.211",0x719975,ch1,Receive,0x0080,Data,Standard,0x08,x| 1D 06 02 00 04 BB 02 00 
01717,="12:37:03.211",0x719980,ch1,Receive,0x0060,Data,Standard,0x08,x| 01 00 00 00 00 00 00 00 
01718,="12:37:03.241",0x719A39,ch1,Receive,0x0001,Data,Standard,0x05,x| 1D F2 07 00 00 
01719,="12:37:03.241",0x719A3D,ch1,Receive,0x0081,Data,Standard,0x05,x| 1D F2 07 00 00 
01720,="12:37:03.241",0x719A62,ch1,Receive,0x0000,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 
01721,="12:37:03.241",0x719A6E,ch1,Receive,0x0040,Data,Standard,0x08,x| 00 01 00 00 00 00 00 00 
01722,="12:37:03.272",0x719B69,ch1,Receive,0x0080,Data,Standard,0x08,x| 1D 07 04 B2 06 C8 00 00 
01723,="12:37:03.272",0x719B73,ch1,Receive,0x0060,Data,Standard,0x08,x| 01 00 00 00 00 00 00 00 
01724,="12:37:03.272",0x719B7C,ch1,Receive,0x03C9,Data,Standard,0x05,x| 00 30 61 1E 64 
01725,="12:37:03.302",0x719C56,ch1,Receive,0x0000,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 
01726,="12:37:03.302",0x719C6B,ch1,Receive,0x0040,Data,Standard,0x08,x| 00 01 00 00 00 00 00 00 
01727,="12:37:03.302",0x719CFE,ch1,Receive,0x0001,Data,Standard,0x05,x| 1D F1 04 00 01 
01728,="12:37:03.302",0x719D02,ch1,Receive,0x0001,Data,Standard,0x05,x| 1D F1 00 00 00 
01729,="12:37:03.302",0x719D06,ch1,Receive,0x0081,Data,Standard,0x05,x| 1D F1 04 00 01 
01730,="12:37:03.302",0x719D0D,ch1,Receive,0x0081,Data,Standard,0x05,x| 1D F1 00 00 00 
01731,="12:37:03.331",0x719D5C,ch1,Receive,0x0080,Data,Standard,0x08,x| 1D 08 00 00 19 19 00 00 
01732,="12:37:03.331",0x719D67,ch1,Receive,0x0060,Data,Standard,0x08,x| 01 00 00 00 00 00 00 00 
01733,="12:37:03.331",0x719E49,ch1,Receive,0x0000,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 
01734,="12:37:03.361",0x719E68,ch1,Receive,0x0040,Data,Standard,0x08,x| 00 01 00 00 00 00 00 00 
01735,="12:37:03.361",0x719F50,ch1,Receive,0x0080,Data,Standard,0x08,x| 1D 09 10 02 1B 02 0B 00 
01736,="12:37:03.361",0x719F5A,ch1,Receive,0x0060,Data,Standard,0x08,x| 01 00 00 00 00 00 00 00 
01737,="12:37:03.391",0x71A03C,ch1,Receive,0x0000,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 
01738,="12:37:03.391",0x71A067,ch1,Receive,0x0040,Data,Standard,0x08,x| 00 01 00 00 00 00 00 00 
01739,="12:37:03.421",0x71A143,ch1,Receive,0x0080,Data,Standard,0x08,x| 1D 0A 00 00 00 00 78 00 
01740,="12:37:03.421",0x71A14E,ch1,Receive,0x0060,Data,Standard,0x08,x| 01 00 00 00 00 00 00 00 
01741,="12:37:03.452",0x71A230,ch1,Receive,0x0000,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 
01742,="12:37:03.452",0x71A263,ch1,Receive,0x0040,Data,Standard,0x08,x| 00 01 00 00 00 00 00 00 
